SA2_MAIN16,Place,Area Alber
801101134,Arboretum,6.0368
801111140,ACT - South West,416.7824
801111141,Namadgi,1202.7527
999999499,No usual address (OT),0
997979799,Migratory - Offshore - Shipping (OT),0
901011001,Christmas Island,136.1356
901021002,Cocos (Keeling) Islands,13.7258
901031003,Jervis Bay,67.2296
901041004,Norfolk Island,38.651
212031560,Cranbourne North - West,4.7849
212031562,Hampton Park - West,5.1234
212031558,Cranbourne East - South,5.3272
212031559,Cranbourne North - East,5.4545
212031555,Clyde North - North,6.8833
212031561,Hampton Park - East,8.2189
212031557,Cranbourne East - North,11.0254
212031556,Clyde North - South,19.6543
212041565,Keysborough - North,6.6053
212041563,Dandenong - North,8.041
212041566,Keysborough - South,23.6738
212041564,Dandenong - South,53.7832
212051568,Clayton - Central,4.1819
212051567,Clayton (North) - Notting Hill,5.2293
213011569,Deer Park,8.0769
213011570,Derrimut,13.2579
213041575,Hillside,7.8166
213041577,Melton,9.8614
213041571,Brookfield,10.6929
213041578,Melton South - Weir Views,11.0206
213041572,Cobblebank - Strathtulloh,19.7593
213041574,Fraser Rise - Plumpton,58.7312
213041573,Eynesbury - Exford,69.4885
213041576,Kurunjang - Toolern Vale,120.8438
213051581,Point Cook - North West,2.938
213051585,Tarneit - South,3.1301
213051587,Truganina - South East,4.2675
213051590,Wyndham Vale - South,4.9575
213051588,Truganina - South West,5.3778
213051580,Point Cook - North East,5.5527
213051583,Tarneit - Central,7.9607
213051584,Tarneit - North,14.3452
213051586,Truganina - North,17.5191
213051582,Tarneit (West) - Mount Cottrell,36.7062
213051589,Wyndham Vale - North,51.2497
213051579,Manor Lakes - Quandong,72.0339
214021592,Mornington - West,6.4044
214021591,Mornington - East,14.6884
216031594,Shepparton - South East,65.8306
216031593,Kialla,77.4435
301021551,Southern Moreton Bay Islands,39.9348
301021550,North Stradbroke Island,277.1095
310011563,Doolandella,4.0295
310011564,Forest Lake - Ellen Grove,11.0079
310041566,Bellbird Park,6.5085
310041565,Augustine Heights - Brookwater,9.5941
311041567,Flagstone (East) - Riverbend,28.9185
311041571,Yarrabilba,39.0729
311041569,Greenbank - North Maclean,72.6981
311041570,Jimboomba - Glenlogan,181.6681
311041568,Flagstone (West) - New Beith,185.7543
313021573,Caboolture - West,24.5906
313021572,Caboolture - East,49.8626
313051575,Scarborough - Newport,8.1121
313051574,Moreton Island,175.3154
314021576,Dakabin,5.5668
314021577,Kallangur,11.0701
314021579,North Lakes,11.8041
314021578,Mango Hill,15.357
309071555,Pimpama - South,4.3806
309071557,Upper Coomera - North,15.6015
309071552,Ormeau (East) - Stapylton,25.6024
309071554,Pimpama - North,31.8631
309071558,Willow Vale - Pimpama (West),45.8761
309071553,Ormeau (West) - Yatala,46.5482
309071556,Upper Coomera (South) - Wongawallan,68.8494
309081560,Robina - West,6.6326
309081559,Robina - East,8.3268
309101561,Surfers Paradise - North,2.4569
309101562,Surfers Paradise - South,3.3392
316021581,Meridan Plains - Little Mountain (North),24.0367
316021580,Caloundra West - Baringa,47.3917
318021583,Deeragun - Jensen,22.0178
318021582,Burdell - Mount Low,44.0387
402031176,Valley View - Gilles Plains,4.683
402031175,Northgate - Northfield,6.5508
403041177,Seaford - Seaford Meadows,11.4713
403041178,Seaford Rise - Moana,12.1052
503021296,Perth (North) - Highgate,2.9639
503021295,East Perth,3.4135
503021297,Perth (West) - Northbridge,4.5531
504031298,Aveley,6.7469
504031300,Ellenbrook,13.977
504031299,Brabham - Henley Brook,17.0644
505021302,Dianella - South,5.0267
505021301,Dianella - North,6.4682
505031304,Landsdale,7.2318
505031305,Madeley - Darch,13.1193
505031306,Wanneroo - Sinagra,15.5086
505031303,Hocking - Pearsall,26.1656
506011307,Harrisdale,5.7747
506011308,Piara Waters - Forrestdale,38.4276
506021310,Kewdale,2.928
506021311,Rivervale,3.3407
506021309,Cloverdale,3.9696
507051313,Baldivis - South,30.0095
507051314,Karnup,54.2294
507051312,Baldivis - North,57.3058
501011293,Busselton - East,81.9607
501011294,Busselton - West,114.2793
801011144,West Belconnen,3.0161
801011143,Strathnairn,4.1957
801011142,Macnamara,4.2096
801101146,Whitlam,3.259
801101145,Molonglo - East,7.3323
212031457,Narre Warren South - East,6.2204
212031458,Narre Warren South - West,6.7771
215011387,Ararat Surrounds,4023.1983
215011389,Horsham Surrounds,4251.4674
215021398,Mildura Surrounds,21568.7961
215031405,Swan Hill Surrounds,5759.5788
216031419,Shepparton Surrounds - West,1028.6793
216031418,Shepparton Surrounds - East,1055.5777
217031473,Colac Surrounds,1934.2762
311061330,Kingston (Qld),6.8058
307011177,Roma Surrounds,58626.3627
307031188,Stanthorpe Surrounds,2657.148
308031218,Rockhampton Surrounds - East,680.8739
308031220,Rockhampton Surrounds - West,4359.2243
308031219,Rockhampton Surrounds - North,7572.5912
318011465,Ingham Surrounds,2765.5697
318021468,Annandale (Qld),18.8364
319011498,Bundaberg Surrounds - North,1273.6851
319011499,Bundaberg Surrounds - South,2207.1816
319021507,Kingaroy Surrounds - South,2370.7257
319021506,Kingaroy Surrounds - North,4332.3354
319031514,Gympie Surrounds,2544.6626
319051525,Maryborough Surrounds - South,3823.1905
401021008,Mount Barker Surrounds,395.6659
401031012,Beaumont - Glen Osmond,9.5264
405031123,Port Pirie Surrounds,1583.2661
407011147,Strathalbyn Surrounds,1517.7954
407021155,Naracoorte Surrounds,4404.485
407031168,Renmark Surrounds,901.7859
407031166,Murray Bridge Surrounds,1924.5348
407031163,Loxton Surrounds,4790.3357
507031169,Wellard (West) - Bertram,12.448
501011003,Busselton Surrounds,1227.064
509011226,Albany Surrounds,4009.0591
511011275,Esperance Surrounds,55180.793
604011076,Burnie - Ulverstone Surrounds,1364.2465
ZZZZZZZZZ,Outside Australia,0
